Store Name,Address,Postal Code,Phone Number,Latitude,Longitude,Hours
Levi's Exclusive Store,"Sco 419-420, Sector 35C",160036,0172 466 7756,30.7228624,76.7618645,Mon to Sun : 10:00 am to 10:00 pm
